user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@LeisuretimeUK,United Kingdom,,Travel with #Leisuretime for some Exmouth Festive Sparkle with Lunch! Travelling on 22nd November for 4 days. Superb value at just £159pp!! See our website for details: http://bit.ly/2qnZT8B  #Travel #ChristmasBreak #Cardiff #CoachHoidays #LTUKpic.twitter.com/IQnjXdOk46,1:00 AM - 20 Nov 2019,0,0,0,https://www.twitter.com/LeisuretimeUK/status/1197077200811577344
@KatieMichelle6,,,Feels so good to sleep in! #ChristmasBreak,9:21 AM - 15 Dec 2012,0,2,1,https://www.twitter.com/KatieMichelle6/status/279999717436432384
@Sully_Bro0220,,,So jealous of people who are already home #christmasbreak,6:56 AM - 11 Dec 2012,1,4,2,https://www.twitter.com/Sully_Bro0220/status/278513648106876929
@kacey_ryan,,,Watching coach Saidi chase his national championship dreams. @WordHudson @Jcate19 @KadimbSaidi #ncaa13 #lastnightoffall #christmasbreak,11:46 PM - 12 Dec 2012,0,2,2,https://www.twitter.com/kacey_ryan/status/279130208940986368
@kfont98,m(ass)achusetts,,It's all oVER #christmasbreak,7:29 AM - 16 Dec 2014,0,3,6,https://www.twitter.com/kfont98/status/544877002927636481
@LesCanadiennes,"Montréal, Québec",,"We hope to see you at our last home games before the #ChristmasBreak! Great activity for the whole family! 
 Worcester Blades
 Dec. 1-2, 2018
 @Place_Bell, Laval
 http://showpass.com/o/les-canadiennes-de-montreal …pic.twitter.com/9hA8FXAO8N",11:47 AM - 27 Nov 2018,0,5,20,https://www.twitter.com/LesCanadiennes/status/1067505294077509633
@__TheCarter,Jonesboro AR,,"As soon as I figure out what I want to eat... Then I'll get out of bed. 
#ChristmasBreak",9:20 AM - 18 Dec 2013,1,2,4,https://www.twitter.com/__TheCarter/status/413358237501509632
@JennaDoherty5,Earth,"Loveland, CO",Day 5 of sitting on my ass at home #ChristmasBreak,7:37 AM - 23 Dec 2015,0,5,13,https://www.twitter.com/JennaDoherty5/status/679687364201938946
@RelaxxedAsf,Retail row,,"Final day of exams!! I’m ready for break! 

Who else is ready for break?

#Christmasbreak #TwitchOSF #NOLBpic.twitter.com/NdlrYvazv0",6:46 AM - 21 Dec 2018,3,10,12,https://www.twitter.com/RelaxxedAsf/status/1076126709005602817
@Guthrieacollins,"Grand Rapids, MI",,How RA's feel when the residents leave for Christmas break #RAlife #Christmasbreak #residencelifeproblems #... https://vine.co/v/h2jMDlqjte2 ,8:41 AM - 14 Dec 2013,0,2,9,https://www.twitter.com/Guthrieacollins/status/411898840225443840
@CarleighElliot,,,Someone come over with alcohol and pour it down my throat #Christmasbreak #needadrink,6:57 PM - 13 Dec 2013,0,2,4,https://www.twitter.com/CarleighElliot/status/411691435935948800
@Bex_Becks,,,You know it's been a good day of #Christmasbreak when you are still in your pajamas after supper.,5:16 PM - 26 Dec 2012,0,2,3,https://www.twitter.com/Bex_Becks/status/284105345473855488
@thomy_taylor,"Warrensburg, MO",,done stressing #christmasbreak,10:36 AM - 21 Dec 2012,0,5,1,https://www.twitter.com/thomy_taylor/status/282192869106778112
@Tusk_UA,,"Dardanelle, AR",Leaving the last final like  @UArkansas #finals #ChristmasBreakpic.twitter.com/KSnEKxqrY9,2:10 PM - 13 Dec 2018,5,88,547,https://www.twitter.com/Tusk_UA/status/1073339390485762059
@natethegreat_6,,"Durant, IA",One more day. That's all. #christmasbreak,7:43 PM - 18 Dec 2013,0,2,5,https://www.twitter.com/natethegreat_6/status/413514815114444802
@__oodie,"Louisville, KY",,3 weeks lefts.. #ChristmasBreak.,4:19 AM - 2 Dec 2013,0,15,3,https://www.twitter.com/__oodie/status/407484099553546240
@cpgaul,,,"Sometimes I feel guilty waking up at lunch time... but today it just feels right:)
#latenight #Christmasbreak #catchingup",9:05 AM - 27 Dec 2014,0,2,13,https://www.twitter.com/cpgaul/status/548887310121840640
@TheGroveB,"Bournemouth, England, UK",,"7 days til our #Turkey & #Tinsel Breaks commence! As we’re getting ready to welcome our lovely guests for a season of festive celebrations at #TheGrove, we’d like to challenge you to share your all-times-favourite memory from your #Christmasbreak at our hotel!pic.twitter.com/daGiBZERwo",4:50 AM - 15 Nov 2018,0,4,6,https://www.twitter.com/TheGroveB/status/1063051535213576192
@Coach_MJBunch,"Conway, AR","Roland, OK",Just wanna get these two weeks over with.... #ChristmasBreak,8:46 AM - 30 Nov 2014,0,5,4,https://www.twitter.com/Coach_MJBunch/status/539098166512340992
@itwilliams33,"Florida Gulf, USA",,My mind is already in break mode. These teachers aren't getting any work out of me #ChristmasBreak,4:15 AM - 17 Dec 2012,0,0,5,https://www.twitter.com/itwilliams33/status/280647295819730947
@carleighh12,"Ohio, USA",,Ready to get tomorrow over with. #christmasbreak ,2:00 PM - 20 Dec 2012,0,6,2,https://www.twitter.com/carleighh12/status/281881687732928513
@ENEschbach,,,"The positives of boredom:
 Nails are always painted 
 Legs are always shaven 
Makeup always on fleek 
        #Christmasbreak",7:10 PM - 12 Dec 2015,0,1,14,https://www.twitter.com/ENEschbach/status/675875521453010948
@MizeRoger,,,Every day this week have been able to eat lunch with a different group of great company #Christmasbreak,4:57 PM - 20 Dec 2017,0,3,9,https://www.twitter.com/MizeRoger/status/943646539502809089
@Bwini24,Minnesota,,Feels good to be back in lakeville #christmasbreak,12:04 AM - 23 Dec 2012,0,0,7,https://www.twitter.com/Bwini24/status/282758498998181888
@MegVerkinderen,,,I just wanna fast forward to the end of tomorrow #christmasbreak #hurryyyyup,3:48 PM - 19 Dec 2012,0,1,3,https://www.twitter.com/MegVerkinderen/status/281546616337477632
@david_toner,"Fort Worth, TX",,Hobbit tonight #christmasbreak,8:21 PM - 13 Dec 2012,0,0,0,https://www.twitter.com/david_toner/status/279441001205080065
@James_Naile,,,It's a nice day to cruise back to Missouri!  #BootheelBound #ChristmasBreak,12:03 PM - 12 Dec 2013,0,2,7,https://www.twitter.com/James_Naile/status/411224813278359552
@chase_o6,,,Gonna see if i can have a New Years party #ChristmasBreak,4:06 PM - 19 Dec 2012,0,0,5,https://www.twitter.com/chase_o6/status/281551023510790145
@robyweah,,,First run in #bend.. Excited to use all my @skechersGO winter gear! #golikeneverbefore #ChristmasBreakpic.twitter.com/reQAtftrwr,4:35 PM - 21 Dec 2014,0,4,5,https://www.twitter.com/robyweah/status/546826397969174529
@JacksMBB,"BOTTINEAU, ND",,Good first half of season! Ready for Mon-Dak play!! #hangsonrims #streaking #dcbjacks #christmasbreakpic.twitter.com/LkJLgZ7gGJ,7:18 AM - 11 Dec 2017,0,4,13,https://www.twitter.com/JacksMBB/status/940239411236786176
@ell_hase,WI,,"One day down, four more to go. #christmasbreak",7:08 PM - 16 Dec 2013,0,3,5,https://www.twitter.com/ell_hase/status/412781307244982272
@Haileenelly,,,5MOREDAYS #christmasbreak,8:28 PM - 14 Dec 2014,0,9,22,https://www.twitter.com/Haileenelly/status/544348363853160448
@savvybus,,,Just set 5 alarms... I better wake up. #HungOver from #ChristmasBreak ,9:22 PM - 4 Jan 2015,0,2,4,https://www.twitter.com/savvybus/status/551971956510056449
@calliegirl9,,,To think that we don't have school for whole nother week. #christmasbreak #ihateschool,11:30 PM - 29 Dec 2012,1,1,2,https://www.twitter.com/calliegirl9/status/285286705785888769
@ilseselena1,,,4 more weeks of school! That's all that's on my mind right now . #christmasbreak #cantwait,8:48 PM - 6 Nov 2013,0,1,4,https://www.twitter.com/ilseselena1/status/398311042494656512
@TeachingHS,High School USA,,"Teaching isn't fun anymore.
#ChristmasBreak #TeacherLifepic.twitter.com/YgcHCdfhvc",3:54 PM - 4 Jan 2015,0,2,6,https://www.twitter.com/TeachingHS/status/551889357926596609
@tierney71,"Ottawa, Ontario",,Nice to be home for awhile! #christmasbreak,5:56 PM - 17 Dec 2012,0,5,4,https://www.twitter.com/tierney71/status/280854027183472640
@jvanhouten94,,,I haven't stopped eating since I got home.. #christmasbreak #endlesssnacks,7:23 PM - 18 Dec 2016,0,3,17,https://www.twitter.com/jvanhouten94/status/810686985526460416
@hunterbostick,,,"Still came out with a W. 

#glorytogod
#christmasbreak",8:33 PM - 19 Dec 2014,0,0,8,https://www.twitter.com/hunterbostick/status/546161410699313152
@UofA_rchitect,"Fayetteville, AR Studio",,"Woke up at 4 today.  
Does recovering from architecture finals still work as an excuse?
#Christmasbreak #architectureproblems",4:47 PM - 17 Dec 2012,0,4,2,https://www.twitter.com/UofA_rchitect/status/280836723129331713
@Shastenjolley,"Boise, ID",,2 more weeks people. We got this #christmasbreak,9:38 PM - 8 Dec 2013,0,0,10,https://www.twitter.com/Shastenjolley/status/409919935117135872
@kathoodryn,,,Lazy Saturdays>>>>> #christmasbreak #blessed,10:31 AM - 22 Dec 2012,0,1,2,https://www.twitter.com/kathoodryn/status/282554037566586880
@a_vaughn10,"Ringgold, GA",,The fact I get to sleep in tomorrow>>> #happygirl #christmasbreak #finally,2:49 PM - 20 Dec 2012,0,0,5,https://www.twitter.com/a_vaughn10/status/281894140785070080
@chrisoliversays,mars,,I just wanna go to riffraff! #christmasbreak #Newshoes #Cute #OMG #schoolsout #wifi #Apple #ladders #dontfall #clothesonclothes,9:38 PM - 18 Dec 2013,0,1,5,https://www.twitter.com/chrisoliversays/status/413543904063930368
@BriTripaldi,,,I'm so ready. Only 5 more days!  #christmasbreak,7:42 PM - 16 Dec 2012,1,3,4,https://www.twitter.com/BriTripaldi/status/280518374453280768
@BluntEducator,United States,,"I'll take my collaboration on the rocks tonight...

#ChristmasBreak",7:21 PM - 20 Dec 2013,0,6,21,https://www.twitter.com/BluntEducator/status/414234199785496576
@16coombes,Essex | United States,,No more safe side passes until 2014. Have a good Christmas Garner!! #TakeATouchBill #ChristmasBreak,8:06 AM - 20 Dec 2013,0,3,2,https://www.twitter.com/16coombes/status/414064366242500608
@altweet_pet,NE8 3AE,,"Planning on fitting in a quick city break to get you in the festive mood?  Find out what you could be doing when you spend Christmas-Tyne in the Toon. #NewcastleGateshead #citybreak #christmasbreak
http://bit.ly/37k8ppP pic.twitter.com/aUqvsiUQw4",8:55 AM - 20 Nov 2019,0,3,7,https://www.twitter.com/altweet_pet/status/1197196859879698432
@macyfinck,"Auburn, AL",,I’m not NOT pregaming a 2:30 showing of Star Wars #ChristmasBreak,10:21 AM - 18 Dec 2017,1,2,64,https://www.twitter.com/macyfinck/status/942822180907307009
@gabmmejides,Miami,,No school for two weeks #ChristmasBreakpic.twitter.com/GpwpXnLj8z,9:04 AM - 19 Dec 2013,0,4,4,https://www.twitter.com/gabmmejides/status/413716451368140801
@KRistabby611,,,Packing #christmasbreak #virginia #christmas #yay #cantwait  @Katrinabbby  I'm gonna miss you girlllllpic.twitter.com/Yj8fgtFQ,6:49 AM - 22 Dec 2012,1,2,1,https://www.twitter.com/KRistabby611/status/282498099195310080
@KK_NicoleH,,,Hope this week goes by fast. #Christmasbreak<3,8:24 PM - 16 Dec 2012,0,2,2,https://www.twitter.com/KK_NicoleH/status/280528879070875648
@SkyBerry12,"Edmond, OK",,I AM so ready to see my girls @TayLeippe @kaileeroe @JemilyHines @AutDav14 and #chadell!!! #ChristmasBreak #bestfriends #HURRY,6:22 PM - 11 Dec 2012,0,2,3,https://www.twitter.com/SkyBerry12/status/278686122375262209
@colby_muise,,,Merry Christmas to everyone and happy World Junior Eve! Feels good to be home with the family #homesweethome #ChristmasBreak,7:12 PM - 25 Dec 2013,0,0,4,https://www.twitter.com/colby_muise/status/416043798792507392
@peyt0nnic0le,,,I will be the happiest girl ever tomorrow at 11:15. #christmasbreak,6:39 PM - 18 Dec 2012,0,7,3,https://www.twitter.com/peyt0nnic0le/status/281227106464186369
@dr_dre2496,,,The feeling you get when youre done with all finals >>> #christmasbreak #floridatime,8:54 AM - 21 Dec 2012,0,2,2,https://www.twitter.com/dr_dre2496/status/282167057531957248
@YorkParamedics,York Region,,Wishing all school kids a wonderful last day before your #ChristmasBreak. Use those crosswalks and keep your holiday safe @YRDSB @ycdsb,11:12 AM - 18 Dec 2015,0,5,6,https://www.twitter.com/YorkParamedics/status/677929322598936576
@kaitlinevans03,Edmond,,Finished with finals!! Treat Yo Self day officially starts by going back to bed and sleeping til lunch. #ChristmasBreak,6:55 AM - 10 Dec 2014,0,1,4,https://www.twitter.com/kaitlinevans03/status/542694110448984066
@YungLog34,"Stansbury Park, UT",,These 14 days of school need to fly bye #ChristmasBreak,8:22 PM - 2 Dec 2013,0,3,6,https://www.twitter.com/YungLog34/status/407726574444634112
@ItsKatie_11,,,"Last day of actual school. Next two days are Semester tests.  #WeCanDoThis. #ChristmasBreak is so close!! 
",4:58 AM - 18 Dec 2012,0,2,1,https://www.twitter.com/ItsKatie_11/status/281020510832312320
@syd_mckay,texas forever,,Knowing its Sunday and we don't have to go to school tomorrow >>> #ChristmasBreak,9:50 AM - 23 Dec 2012,0,2,2,https://www.twitter.com/syd_mckay/status/282906051337142272
@GreenRoomOttawa,"Ottawa, Ontario",,Starting to chat up my hometown hookups #ChristmasBreak #sluttymanproblems,4:33 PM - 18 Dec 2012,1,31,38,https://www.twitter.com/GreenRoomOttawa/status/281195450801983488
@dichaelm,Wichita/Kansas City,,"Bout time for the ""hey stranger, how ya been? We need to hang out!!!"" texts to flourish. I see you #christmasbreak",6:31 PM - 17 Dec 2013,1,3,2,https://www.twitter.com/dichaelm/status/413134342144004096
@BSNstudents,Nursing School,,One. More. Day. #ChristmasBreak,8:58 AM - 11 Dec 2012,0,54,4,https://www.twitter.com/BSNstudents/status/278544287573098497
@majestictramore,"Tramore, Co. Waterford",,"Enjoy a fabulous festive break this Christmas with a 2 night stay between Wednesday 26th Dec and Sunday 30th Dec from only €119pps!

For more details call us on 051 381761 or visit 
https://secure.majestic-hotel.ie/bookings/specials …
#VisitTramore #BytheSea #MajesticHotelTramore #Christmasbreakpic.twitter.com/stgxur40rd",5:05 AM - 20 Nov 2019,0,0,0,https://www.twitter.com/majestictramore/status/1197138945265586176
@emilieejk,,,How is it cheaper to book a mini cruise to Belgium than a weekend in #Birmingham? @pandocruises #crazy #brugesherewecome #belgium #sozbrum #christmasbreak #christmasmarket ,3:29 PM - 20 Nov 2019,0,0,1,https://www.twitter.com/emilieejk/status/1197295962227691522
@kristen_pugh,,,Siblings... What more could you ask for. #minearethebest #ilovethem #christmasbreak,10:13 AM - 24 Dec 2013,0,3,5,https://www.twitter.com/kristen_pugh/status/415545899226386432
@KipKipHurray,|-/,,Praise the Lord for a Sunday night not ruined by school the next day #christmasBREAK,6:15 PM - 21 Dec 2014,0,0,28,https://www.twitter.com/KipKipHurray/status/546851542406823936
@loverrofloveee,follow me,,at least I can stop stressing about school for two weeks  #christmasbreak,6:54 PM - 20 Dec 2013,0,10,6,https://www.twitter.com/loverrofloveee/status/414227362864041984
@maria_colbert,Newfoundland,,less than a month #icandothis #christmasbreak ,12:49 PM - 25 Nov 2013,0,3,10,https://www.twitter.com/maria_colbert/status/405075899999346688
@lindsayd596,,,I just want to drink hot chocolate and live in my bed.... Not study for tests when we already have finals. #christmasbreak #come #now,4:34 PM - 10 Dec 2012,0,6,2,https://www.twitter.com/lindsayd596/status/278296708830601216
@_KLASSidy,,,I don't think I've ever been this lazy in the whole 18 years of my existence. #christmasbreak #enjoyingit,5:40 PM - 17 Dec 2012,0,2,3,https://www.twitter.com/_KLASSidy/status/280850068406423553
@CaitlynSteele2,"St. John's, Newfoundland and Labrador",,Perfect day and night with the besst!  #yayy #christmasbreak @cayleythoms @laceycatherine @tanisha_harris3 @SamanthaBudgell @McCockskin_9,8:38 PM - 21 Dec 2012,0,4,1,https://www.twitter.com/CaitlynSteele2/status/282344300015144960
@MSWteaching,,,Sleeping in: I'd forgotten the feeling. I feel like a new woman. #christmasbreak,8:33 AM - 22 Dec 2013,0,2,14,https://www.twitter.com/MSWteaching/status/414795752544550913
@Kent_Boyd,"Los Angeles, CA",,who's on #christmasbreak? what r u guys doing?,10:05 AM - 19 Dec 2012,17,3,6,https://www.twitter.com/Kent_Boyd/status/281460313688260609
@ldalebroux,"Wisconsin, USA",,This week needs to go by REALLY fast. #christmasbreak #ihateschool,5:10 AM - 17 Dec 2012,0,4,7,https://www.twitter.com/ldalebroux/status/280661335304445952
@CavemanCline,,,Two weeks till final week. #christmasbreak,6:33 AM - 2 Dec 2013,0,2,6,https://www.twitter.com/CavemanCline/status/407517792682778624
@Ash_Kerr12,"Oklahoma City, OK",,Leaving school and knowing that you won't have to do any type of homework for the next month>>>>>>>>>>>>>> #yesss #ChristmasBreak #relief,8:14 AM - 14 Dec 2012,0,3,1,https://www.twitter.com/Ash_Kerr12/status/279620276482879490
@Bunchy475,,,At the point in the semester where I welcome mediocrity with open arms #christmasbreak #whereru,9:59 AM - 26 Oct 2015,1,2,7,https://www.twitter.com/Bunchy475/status/658689540262113280
@carlymac11,OH/WV/NC,,Only three more days!  #christmasbreak,11:47 AM - 17 Dec 2012,0,4,2,https://www.twitter.com/carlymac11/status/280761120514527234
@sarah_hern,"Columbus, MS",,It's such a nice feeling knowing I won't have to drive back to Fulton on Sunday afternoon for a whole month #ChristmasBreak ,9:38 PM - 14 Dec 2013,0,6,3,https://www.twitter.com/sarah_hern/status/412094196850257920
@Emily_Ferris20,,,"One more full week, then a four day week. #OnTheHomeStretch #ChristmasBreak #ICanSeeTheLight",12:12 PM - 9 Dec 2012,0,4,2,https://www.twitter.com/Emily_Ferris20/status/277868262824488960
@carolinehsmith7,North Caroline,,Feels so good to be home! #christmasbreak,5:38 PM - 14 Dec 2012,0,2,2,https://www.twitter.com/carolinehsmith7/status/279762339237072896
@Gina_Percuoco,,,Officially done with semester tests  #CHRISTMASBREAK,8:33 AM - 20 Dec 2013,1,1,4,https://www.twitter.com/Gina_Percuoco/status/414071170351128576
@taymckown,,,Currently crying from having to be up this early for a final.  #icandothis #lastday #christmasbreak #863,3:37 AM - 10 Dec 2013,1,2,8,https://www.twitter.com/taymckown/status/410372648057962496
@CrathorneHall,"Yarm, North Yorkshire,Teesside",,"Spot the Christmas lights, check in to your room, unpack, explore and let the fun begin...
#ChristmasBreak #Festive http://bit.ly/2wTDRwK pic.twitter.com/RfVteHVDMp",2:00 AM - 3 Oct 2017,0,3,4,https://www.twitter.com/CrathorneHall/status/915139481648402433
