Unnamed: 0,Date,Username,User Location,Tweet
1921,2019-08-23 21:14:54+00:00,FinnHercules,"Bedford, England",Not my Prime Minister Boris Johnson I'm not interested you change of mind your next General Election UK 2020 and same American President Donald Trump is US Election 2020 again next year winning fast quicking votes. Goodbye
1922,2019-08-23 21:09:26+00:00,C00patown,,"@AARPadvocates The 2020 election for anyone who is retired is the greatest of our lifetime. President Trump is erratic and your retirement accounts are at risk, along with Social Security Medicare which are his and Republican targets. We can not be fooled by empty promises. VOTE!"
1923,2019-08-23 21:08:04+00:00,garrettneeley,,I could only imagine what our dumbass president will tweet/say/do when the 2020 election is over and he only has a little bit of time left in office.
1924,2019-08-23 21:05:22+00:00,toughLoveforx,"Brooklyn, New York City","Aside from the run for President in 2020, this is the most important election in the United States. https://twitter.com/CapehartJ/status/1165006429054525440 …"
1925,2019-08-23 21:03:24+00:00,TomZappa,,"Mr President, we all know why the market dumped today and it wasn’t because of Seth Moulton. Can’t you for once just keep your mouth shut? I am a long time supporter but you are quite frankly sir, tweeting yourself a 2020 election loss! Keep a lid on it, please!"
1926,2019-08-23 20:58:54+00:00,jamescoffefield,CT,"You really mean:”The best way to celebrate the centennial anniversary of women’s suffrage will be to give President Trump a loss in the 2020 presidential election, so President Warren can implement an agenda that empowers women and strengthens American families” @gop @PamBondi"
1927,2019-08-23 20:56:39+00:00,Ptolemy820,USA,"Election meddling? As long as the media attack our President, we can expect more of the same! Will be very satisfying to see the Chinese grovel at our feet in November 2020!"
1928,2019-08-23 20:55:06+00:00,littleblondie35,,Just like all you Democrats thought such out of your mind things back during the 2016 election. Democrats get real. Our awesome President Trump will win again in 2020. Can't wait! And you Democrats can continue your denial! Just so much fun to watch you!
1929,2019-08-23 20:48:50+00:00,Golferbacknine,,Is it true tha President Trump said if he wins the 2020 election he may cut Social Security and Medicare?
1930,2019-08-23 20:42:26+00:00,MelodyLeslie,"Eugene, Oregon",He has promised to fill any supreme court vacancy. I bet he would do so even if the vacancy were to open after the November 2020 election and before inauguration of the next president
1931,2019-08-23 20:39:16+00:00,rlmj225961,"Ohio, USA","@realDonaldTrump gunning for Impeachment, to avoid losing the 2020 Election in an historic landslide, becoming one of the few one-term Presidents and possibly the biggest loser in history of a bid for a 2nd Term (my opinion)."
1932,2019-08-23 20:36:57+00:00,ryche1705,,"You idiots just wont stop with the insanity and propaganda. I'll leave you with this..... No matter what you say or do, President Trump will win the 2020 election."
1933,2019-08-23 20:33:48+00:00,dee_fogle,United States,She’s dead as a hammer. They’re trying screw our president out of another Supreme Court pick befor the 2020 election. https://twitter.com/KevinRousey/status/1164982342320082944 …
1934,2019-08-23 20:33:07+00:00,ThomasMazze,"newport, ri/ Doylestown,PA",@CNN has signed FBI fired Andrew McCabe and still act credible in news reporting. Well 2020 liberal propaganda news is trying to influence another election. Oh lord... Can't wait til 2024 when @NikkiHaley runs for POTUS after President TRUMP. The unhinged liberals cray cray
1935,2019-08-23 20:32:13+00:00,TaingSuy,,"The best match in 2020 US election will be Kamala Harris as the next US president and Sen. Elizabeth Warren as the next US VP! Obama and Biden matched was a male version of this over the history of the US, & now its time for American females to do this!"
1936,2019-08-23 20:24:26+00:00,Richard88051075,,"Ruth Bader Ginsburg is having her 5th bout with cancer, this one on her pancreas which has a 2% recovery rate. The Treasonous Open Borders Democrat Party will stuff her if possible to keep President Trump from replacing her before to 2020 election. Her clerks are doing her job"
1937,2019-08-23 20:22:03+00:00,Sebasti83639729,"Santa Ana, CA","Taylor Swift strays her years-long political silence to slam ‘autocrat’ Trump: The singer, who is promoting her newest album Lover, also said she would do ‘everything’ she could for ‘2020’ in reference to the looming president election. via… http://dlvr.it/RBmlKx"
1938,2019-08-23 20:21:45+00:00,ajaxzimm,,@realDonaldTrump Mr. President. Have your pick ready to go before Jan 1 2020. Start looking so you can announce before a presidential election to own the libs. https://twitter.com/RealSaavedra/status/1164973910967742464 …
1939,2019-08-23 20:17:20+00:00,GianniBugs,,the talking heads dont understand a psychotic president why the fuck would he cause a recession just before 2020 election because his only friend is chaos he poisons and expects the vomit will take the form of racism and gop votes
1940,2019-08-23 20:16:29+00:00,TerryDugue,"Houston, TX",They have been trying to keep her on life support until after the 2020 election in hopes of a Democrat being elected President. I wonder if now they realize it’s very likely Trump will be re-elected.
1941,2019-08-23 20:10:45+00:00,G_Eternal,,Definitely b/c the alternative will be a Dem Party meltdown when/if President Trump nominates and has nuclear option confirmation of a third SCOTUS before the 2020 election.
1942,2019-08-23 20:07:45+00:00,Torva__messor,Hades,"The DNC is going to do everything and anything to steal the 2020 election from Donald Trump. We Patriots can't let that happen, we have to protect the best president our country ever had"
1943,2019-08-23 20:07:04+00:00,OliviaDzide,"Ontario, Canada",Hahaha he won’t be there when the New Democrats president is elected he will be going on retirement with trump after 2020 election next year and their corrupt reign will come to an end
1944,2019-08-23 20:05:25+00:00,mark03366669,"Maryland, USA",Debbie downer. I’m not staying home. I’ve voted in every election since i was eligible. I’m voting for President Trump 2020! Enjoy the economy Stupid. Grow up. Hillary LOST so move on. Almost 3 years since we heard Trump wins Florida
1945,2019-08-23 20:04:23+00:00,JoeUgly,los Angeles,I assume when Trump loss the election in 2020 he will blame the Russians for interfering....and when the recession hits it will be because people were scared he wasn’t going to be president any more. You heard it here first.
1946,2019-08-23 19:56:53+00:00,RICKISAPATRIOT, USA,She is staying so she can't be replaced with a Republican. She will try to stay alive for 2020 election outcome. Someone should tell her Trump will be president again! 2024 is a long wait for Ruth.
1947,2019-08-23 19:55:58+00:00,jamesreinl,Itinerant/NYC,"The problem with @SecPompeo warning of #Iran turmoil once UN arms embargo expires in Oct 2020 is that, at that point, #EU, #Russia and #China will be waiting for a #US election, which could yield a Dem president who re-joins the #JCPOA.https://reut.rs/2HgK09w"
1948,2019-08-23 19:47:22+00:00,BettyThomas7810,"San Antonio, TX","Trust me, if those who don't like the Democratic nominee do a write-in - we will be stuck with 45. Plain & simple. I'm not sold on everyone running for President, but.I will vote for the nominee. The 2020 election is far too important for everyone to have hurt feelings."
1949,2019-08-23 19:46:41+00:00,PattyDa37258419,,This is part of their attempt to affect the 2020 election! @CNN gets McCabe on there to talk bad about Trump and try to dispel the anxiously awaited Horowitz report & Barr's investigation. How do they hire someone under investigation for conspiracy against the president anyway?
1950,2019-08-23 19:46:28+00:00,fjdinardo,,"She wanted to retire under the first woman president, when they didn’t happen, she said she wants to retire at 90. My feeling is she is waiting for 2020 the democrats can put pressure on McConnell that you can’t appoint a justice during a presidential election year"
1951,2019-08-23 19:43:43+00:00,Richard67609583,,He needs committed the Orange idiot covered in varmint hair playing president is loosing it picking a fight with China now he's not get his 90 thousand banners made for the 2020 election and his stupid hats pic.twitter.com/aJGEHOFfLr
1952,2019-08-23 19:40:41+00:00,JKWCS7,,"The Deep State and the Globalists are doubling down, teaming up and scheming against President Trump and the 2020 election."
1953,2019-08-23 19:39:29+00:00,ForeverHouston,"Houston, TX","The primary, and only, issue that Dems need to focus on for the 2020 election is RBG! We owe it to her to have a democratic president so the poor lady can retire!! She's done waaaaay too much for this country to go out with that jerkface still in office! #VoteBlueNoMatterWho"
1954,2019-08-23 19:36:24+00:00,CharlesRobinLee,Jacksonville North Carolina ,"Take this as Gospel, as long as President Trump is in Office Ginsberg will not die. She will hang on until 2020 Election is over w/at least. She is a sick, frail, little woman who has been an inspiration to many, but she can’t possibly be in her Right Mind. Sadly Pain will win."
1955,2019-08-23 19:33:06+00:00,whosaidlifeis,galway,"The only poll that will count is the election come 2020, get and vote to get President Trump out of office."
1956,2019-08-23 19:31:04+00:00,elmelegey,#RT & following ❎ Endorsement,"Trump Takes A Page From Obama’s Book: President Trump's holds out the prospect of payroll tax cuts, no doubt to help the economy should it falter going into the 2020 election year. His model is President Obama, who did the same… http://bit.ly/2ZsBZ7G #Leadership #management"
1957,2019-08-23 19:26:22+00:00,bennaboo,Fort Myers FL,Nice that the president finds humor in people losing money. Let’s see how funny it is when he loses the election in 2020!
1958,2019-08-23 19:23:21+00:00,llomenzo,"ÜT: 40.74037,-74.046637","President Trump is the front-runner for the 2020 election, writes @GrahamDavidA:https://www.theatlantic.com/politics/archive/2018/11/2020-presidential-race-trump-starts-favorite/575344/?utm_source=twitter&utm_medium=social&utm_campaign=share …"
1959,2019-08-23 19:20:07+00:00,joeyCA1964,"Los Angeles, CA","Just another tweet to deny accountability as ""Fake"" President. I'll be glad to say in the 2020 election. Your inability to do anything bipartisan is just another example of your ineptness. BTW, there's only one real King of Israel, and you are not him. ""Get thee hence, Satan."" pic.twitter.com/BZ8GCLrgc0"
